season,pos,name,team,proj_fpts
2008,QB,Tom Brady,NE,376
2008,QB,Peyton Manning,IND,322.5
2008,QB,Tony Romo,DAL,318
2008,QB,Drew Brees,NO,317.8
2008,QB,Derek Anderson,CLE,296
2008,QB,Jay Cutler,DEN,294.1
2008,QB,Ben Roethlisberger,PIT,288.7
2008,QB,David Garrard,JAC,280.5
2008,QB,Carson Palmer,CIN,279.3
2008,QB,Vince Young,TEN,271
2008,QB,Aaron Rodgers,GB,268.7
2008,QB,Donovan McNabb,PHI,268.5
2008,QB,Matt Schaub,HOU,268
2008,QB,Matt Hasselbeck,SEA,263.9
2008,QB,Jon Kitna,DET,261
2008,QB,Philip Rivers,SD,254.5
2008,QB,Jason Campbell,WAS,252.4
2008,QB,Brett Favre,NYJ,251.3
2008,QB,Eli Manning,NYG,250.9
2008,QB,Marc Bulger,STL,246.6
2008,QB,Jake Delhomme,CAR,245.5
2008,QB,Kurt Warner,ARI,244
2008,QB,Brodie Croyle,KC,222.8
2008,QB,Chad Pennington,MIA,210
2008,QB,Matt Ryan,ATL,210
2008,QB,JaMarcus Russell,LV,201.3
2008,QB,Trent Edwards,BUF,200
2008,QB,J.T. O'Sullivan,SF,198
2008,QB,Jeff Garcia,TB,161.1
2008,QB,Kyle Orton,CHI,159.9
2008,QB,Troy Smith,BAL,151.9
2008,QB,Tarvaris Jackson,MIN,150.7
2008,QB,Gus Frerotte,MIN,105.8
2008,QB,Rex Grossman,CHI,95.9
2008,QB,Matt Leinart,ARI,73.6
2008,QB,Joe Flacco,BAL,61.3
2008,QB,Alex Smith,SF,60.2
2008,QB,Brian Griese,TB,40.4
2008,QB,Luke McCown,TB,38.3
2008,QB,Kyle Boller,BAL,36.8
2008,QB,Andrew Walter,LV,35.4
2008,QB,Damon Huard,KC,32.9
2008,QB,J.P. Losman,BUF,32.8
2008,QB,Josh McCown,CAR,32.7
2008,QB,Cleo Lemon,JAC,31.8
2008,QB,Todd Collins,WAS,29.5
2008,QB,Trent Green,STL,29.5
2008,QB,Chad Henne,MIA,27.5
2008,QB,Patrick Ramsey,DEN,26.1
2008,QB,Kerry Collins,TEN,24.3
2008,QB,Jim Sorgi,IND,22
2008,QB,David Carr,NYG,19.9
2008,QB,Brady Quinn,CLE,19.8
2008,QB,Sage Rosenfels,HOU,18.9
2008,QB,Kellen Clemens,NYJ,17.2
2008,QB,Chris Redman,ATL,16.8
2008,QB,Kevin Kolb,PHI,16.8
2008,QB,Brad Johnson,DAL,15.1
2008,QB,Billy Volek,SD,14.8
2008,QB,Brian Brohm,GB,13.2
2008,QB,A.J. Feeley,PHI,10.5
2008,QB,Seneca Wallace,SEA,8.3
2008,QB,Dan Orlovsky,DET,6
2008,QB,Matt Cassel,NE,3.1
2008,QB,Ryan Fitzpatrick,CIN,2.7
2008,QB,Mark Brunell,NO,1.6
2008,RB,LaDainian Tomlinson,SD,323.8
2008,RB,Adrian Peterson,MIN,282.9
2008,RB,Steven Jackson,STL,252
2008,RB,Brian Westbrook,PHI,241.7
2008,RB,Marion Barber,DAL,227.8
2008,RB,Joseph Addai,IND,227.3
2008,RB,Clinton Portis,WAS,223
2008,RB,Marshawn Lynch,BUF,218.6
2008,RB,Maurice Jones-Drew,JAC,210.9
2008,RB,Ryan Grant,GB,209.1
2008,RB,Willis McGahee,BAL,192.5
2008,RB,Larry Johnson,KC,190.4
2008,RB,Frank Gore,SF,186.2
2008,RB,Kevin Smith,DET,185
2008,RB,Earnest Graham,TB,180.9
2008,RB,Selvin Young,DEN,176.5
2008,RB,Brandon Jacobs,NYG,173
2008,RB,Jamal Lewis,CLE,172.8
2008,RB,Willie Parker,PIT,172.5
2008,RB,Thomas Jones,NYJ,172.4
2008,RB,Laurence Maroney,NE,171
2008,RB,Michael Turner,ATL,169.2
2008,RB,Edgerrin James,ARI,168.2
2008,RB,LenDale White,TEN,168.1
2008,RB,Reggie Bush,NO,166
2008,RB,Darren McFadden,LV,156.7
2008,RB,Justin Fargas,LV,155
2008,RB,Chris Perry,CIN,145.5
2008,RB,Fred Taylor,JAC,143
2008,RB,Matt Forte,CHI,141.7
2008,RB,DeAngelo Williams,CAR,138.3
2008,RB,Chester Taylor,MIN,133.7
2008,RB,Julius Jones,SEA,130
2008,RB,Ricky Williams,MIA,126.5
2008,RB,Steve Slaton,HOU,123.5
2008,RB,Ronnie Brown,MIA,120.5
2008,RB,Jerious Norwood,ATL,115
2008,RB,Jonathan Stewart,CAR,112.6
2008,RB,Kenny Watson,CIN,104.9
2008,RB,Rashard Mendenhall,PIT,102.1
2008,RB,Ahmad Bradshaw,NYG,98.2
2008,RB,Felix Jones,DAL,97
2008,RB,Ray Rice,BAL,95.7
2008,RB,Jason Wright,CLE,92.4
2008,RB,Chris Johnson,TEN,90.2
2008,RB,Ladell Betts,WAS,81.8
2008,RB,Warrick Dunn,TB,76.8
2008,RB,Kevin Faulk,NE,72.5
2008,RB,Deuce McAllister,NO,69.5
2008,RB,Rudi Johnson,DET,69
2008,RB,Leon Washington,NYJ,69
2008,RB,Maurice Morris,SEA,67.8
2008,RB,Ahman Green,HOU,64.5
2008,RB,Dominic Rhodes,IND,61.7
2008,RB,Fred Jackson,BUF,59.8
2008,RB,Derrick Ward,NYG,57.5
2008,RB,Kevin Jones,CHI,56.1
2008,RB,Brandon Jackson,GB,55.4
2008,RB,DeShaun Foster,SF,53.9
2008,RB,Correll Buckhalter,PHI,52
2008,RB,Darren Sproles,SD,49
2008,RB,Andre Hall,DEN,49
2008,RB,Michael Pittman,DEN,48
2008,RB,Sammy Morris,NE,48
2008,RB,Lorenzo Booker,PHI,46.1
2008,RB,Leonard Weaver,SEA,45.9
2008,RB,Reuben Droughns,NYG,44.7
2008,RB,T.J. Duckett,SEA,44.4
2008,RB,Tim Hightower,ARI,43
2008,RB,Pierre Thomas,NO,40.5
2008,RB,Kolby Smith,KC,39.7
2008,RB,Michael Bennett,TB,38.4
2008,RB,Brian Leonard,STL,36.7
2008,RB,Michael Bush,LV,35.7
2008,RB,LaMont Jordan,NE,33.7
2008,RB,Chris Taylor,HOU,31.6
2008,RB,Heath Evans,NE,31.1
2008,RB,Aaron Stecker,NO,30.6
2008,RB,Garrett Wolfe,CHI,29.1
2008,RB,Jesse Chatman,NYJ,25.1
2008,RB,Jacob Hester,SD,24.7
2008,RB,Adrian Peterson,CHI,23.5
2008,RB,Justin Griffith,LV,23.5
2008,RB,Chris Henry,TEN,21.7
2008,RB,Jamaal Charles,KC,20.7
2008,RB,Ryan Torain,DEN,19.6
2008,RB,Patrick Cobbs,MIA,19.4
2008,RB,Mike Sellers,WAS,17.7
2008,RB,Mike Hart,IND,16.6
2008,RB,Mike Karney,NO,16.5
2008,RB,Greg Jones,JAC,16
2008,RB,Jalen Parmele,MIA,13.6
2008,RB,Brad Hoover,CAR,13.1
2008,RB,Terrelle Smith,ARI,12.5
2008,RB,J.J. Arrington,ARI,12.2
2008,RB,Antonio Pittman,STL,11.4
2008,RB,Gary Russell,PIT,11.1
2008,RB,Tony Richardson,NYJ,10.7
2008,RB,Thomas Tapeh,MIN,10
2008,RB,Michael Robinson,SF,9.9
2008,RB,Xavier Omon,BUF,8.8
2008,RB,Carey Davis,PIT,8.7
2008,RB,Jerome Harrison,CLE,8
2008,RB,Maurice Hicks,MIN,7.5
2008,RB,Tony Hunt,PHI,6.7
2008,RB,Ovie Mughelli,ATL,5.3
2008,RB,Travis Minor,STL,5.2
2008,RB,DeDe Dorsey,CIN,2.7
2008,RB,Rock Cartwright,WAS,0.6
2008,WR,Randy Moss,NE,222.9
2008,WR,Andre Johnson,HOU,209
2008,WR,Reggie Wayne,IND,205.5
2008,WR,Larry Fitzgerald,ARI,201.5
2008,WR,Terrell Owens,DAL,193.5
2008,WR,Brandon Marshall,DEN,185.5
2008,WR,Braylon Edwards,CLE,177.5
2008,WR,Chad Johnson,CIN,165.5
2008,WR,Torry Holt,STL,162.4
2008,WR,Marques Colston,NO,158
2008,WR,Santonio Holmes,PIT,154.5
2008,WR,Wes Welker,NE,154.4
2008,WR,Roy Williams,DET,153.5
2008,WR,Steve Smith,CAR,152.3
2008,WR,Greg Jennings,GB,150.8
2008,WR,Dwayne Bowe,KC,148.9
2008,WR,T.J. Houshmandzadeh,CIN,148
2008,WR,Jerricho Cotchery,NYJ,147.8
2008,WR,Plaxico Burress,NYG,146.5
2008,WR,Roddy White,ATL,143.5
2008,WR,Anquan Boldin,ARI,138.5
2008,WR,Santana Moss,WAS,131.7
2008,WR,Calvin Johnson,DET,130.5
2008,WR,Lee Evans,BUF,129.6
2008,WR,Hines Ward,PIT,126.8
2008,WR,Joey Galloway,TB,126.5
2008,WR,Laveranues Coles,NYJ,125.5
2008,WR,Chris Chambers,SD,124.9
2008,WR,Derrick Mason,BAL,123.2
2008,WR,Donald Driver,GB,121
2008,WR,Marvin Harrison,IND,111
2008,WR,Nate Burleson,SEA,109.5
2008,WR,Bernard Berrian,MIN,108.8
2008,WR,Justin Gage,TEN,108.6
2008,WR,Isaac Bruce,SF,101
2008,WR,Reggie Williams,JAC,100.5
2008,WR,Reggie Brown,PHI,97.5
2008,WR,D.J. Hackett,CAR,95.9
2008,WR,Javon Walker,LV,95.8
2008,WR,Bryant Johnson,SF,94.5
2008,WR,Ted Ginn Jr.,MIA,89.5
2008,WR,Bobby Engram,SEA,88.5
2008,WR,Patrick Crayton,DAL,88.2
2008,WR,Kevin Curtis,PHI,85.8
2008,WR,Donte' Stallworth,CLE,80.5
2008,WR,Steve Smith,NYG,79.9
2008,WR,David Patten,NO,78.4
2008,WR,Vincent Jackson,SD,77.2
2008,WR,Anthony Gonzalez,IND,75.5
2008,WR,Ronald Curry,LV,74.1
2008,WR,Deion Branch,SEA,73.6
2008,WR,Muhsin Muhammad,CAR,73.5
2008,WR,Derek Hagan,MIA,73.5
2008,WR,Michael Jenkins,ATL,73.4
2008,WR,Marty Booker,CHI,69.5
2008,WR,Kevin Walter,HOU,69.5
2008,WR,Jerry Porter,JAC,69.4
2008,WR,Drew Bennett,STL,69.4
2008,WR,Antwaan Randle El,WAS,69.2
2008,WR,Sidney Rice,MIN,69.1
2008,WR,Jabar Gaffney,NE,68.1
2008,WR,Justin McCareins,TEN,67.5
2008,WR,Dennis Northcutt,JAC,66.5
2008,WR,Mark Clayton,BAL,65.5
2008,WR,Chris Henry,CIN,64.9
2008,WR,Amani Toomer,NYG,63.6
2008,WR,Devin Hester,CHI,63.6
2008,WR,Laurent Robinson,ATL,63.5
2008,WR,Brandon Stokley,DEN,60.5
2008,WR,Robert Meachem,NO,59.5
2008,WR,Eddie Royal,DEN,58.2
2008,WR,Troy Williamson,JAC,57.4
2008,WR,Demetrius Williams,BAL,56.4
2008,WR,Ike Hilliard,TB,56.2
2008,WR,Brandon Lloyd,CHI,55
2008,WR,Josh Reed,BUF,54.9
2008,WR,Ernest Wilford,MIA,54.6
2008,WR,DeSean Jackson,PHI,53.5
2008,WR,Devard Darling,KC,53.4
2008,WR,Sam Hurd,DAL,52.5
2008,WR,Courtney Taylor,SEA,48.2
2008,WR,James Hardy,BUF,47.6
2008,WR,Nate Washington,PIT,47.2
2008,WR,Brad Smith,NYJ,45.9
2008,WR,Donnie Avery,STL,45.1
2008,WR,Antonio Bryant,TB,44.5
2008,WR,Jerheme Urban,ARI,44
2008,WR,Michael Clayton,TB,43.6
2008,WR,Andre' Davis,HOU,43.5
2008,WR,Josh Morgan,SF,42
2008,WR,Bobby Wade,MIN,37.5
2008,WR,Shaun McDonald,DET,37
2008,WR,Steve Breaston,ARI,37
2008,WR,Greg Camarillo,MIA,36.1
2008,WR,Devery Henderson,NO,35.5
2008,WR,Darrell Jackson,DEN,35.5
2008,WR,Mike Furrey,DET,35.5
2008,WR,James Jones,GB,34.5
2008,WR,Jeff Webb,KC,34.5
2008,WR,Arnaz Battle,SF,29.5
2008,WR,Sinorice Moss,NYG,29.1
2008,WR,Johnnie Lee Higgins,LV,28.5
2008,WR,Robert Ferguson,MIN,28.4
2008,WR,Devin Thomas,WAS,27.8
2008,WR,Craig Davis,SD,27.7
2008,WR,Mark Bradley,CHI,27.5
2008,WR,Roscoe Parrish,BUF,27.5
2008,WR,Hank Baskett,PHI,27.5
2008,WR,Malcolm Kelly,WAS,27.4
2008,WR,Harry Douglas,ATL,27.1
2008,WR,Dwayne Jarrett,CAR,26.5
2008,WR,Logan Payne,SEA,26
2008,WR,Jordy Nelson,GB,25.2
2008,WR,Kelley Washington,NE,22.9
2008,WR,Joe Jurevicius,CLE,22.2
2008,WR,Lance Moore,NO,21.5
2008,WR,Miles Austin,DAL,20.5
2008,WR,Legedu Naanee,SD,20
2008,WR,Early Doucet,ARI,19.5
2008,WR,Mike Sims-Walker,JAC,18.5
2008,WR,Jason Avant,PHI,18.2
2008,WR,Matt Jones,JAC,17.5
2008,WR,Dante' Hall,STL,17.5
2008,WR,Jacoby Jones,HOU,16.5
2008,WR,Roy Hall,IND,15.5
2008,WR,Maurice Stovall,TB,14.5
2008,WR,Brandon Jones,TEN,13.6
2008,WR,Limas Sweed,PIT,13.2
2008,WR,Lavelle Hawkins,TEN,12.9
2008,WR,Will Franklin,KC,10.4
2008,WR,Ruvell Martin,GB,9.5
2008,WR,Keary Colbert,DEN,9.2
2008,WR,Terrance Copper,NO,8
2008,WR,James Thrash,WAS,7.9
2008,WR,Rashied Davis,CHI,7.5
2008,WR,Antonio Chatman,CIN,7.2
2008,WR,Andre Caldwell,CIN,6.7
2008,WR,Josh Cribbs,CLE,5.4
2008,WR,Jerome Simpson,CIN,5.2
2008,TE,Kellen Winslow,CLE,142.7
2008,TE,Jason Witten,DAL,134.6
2008,TE,Antonio Gates,SD,132.5
2008,TE,Tony Gonzalez,KC,125.8
2008,TE,Chris Cooley,WAS,109.5
2008,TE,Owen Daniels,HOU,101.2
2008,TE,Heath Miller,PIT,96.5
2008,TE,Todd Heap,BAL,95.5
2008,TE,Dallas Clark,IND,91
2008,TE,Zach Miller,LV,87.5
2008,TE,Tony Scheffler,DEN,85.5
2008,TE,Randy McMichael,STL,83.5
2008,TE,Vernon Davis,SF,82.5
2008,TE,Jeremy Shockey,NO,79.7
2008,TE,Alge Crumpler,TEN,79
2008,TE,Marcedes Lewis,JAC,75.5
2008,TE,Greg Olsen,CHI,73.5
2008,TE,Donald Lee,GB,73.2
2008,TE,Kevin Boss,NYG,69.7
2008,TE,Ben Watson,NE,67.5
2008,TE,L.J. Smith,PHI,65
2008,TE,Bo Scaife,TEN,59.5
2008,TE,Alex Smith,TB,59.5
2008,TE,Desmond Clark,CHI,57.6
2008,TE,Robert Royal,BUF,52.5
2008,TE,Anthony Fasano,MIA,52.5
2008,TE,Jeff King,CAR,47
2008,TE,Leonard Pope,ARI,46.5
2008,TE,Ben Utecht,CIN,45.5
2008,TE,Dustin Keller,NYJ,40.2
2008,TE,Visanthe Shiancoe,MIN,38.5
2008,TE,Chris Baker,NYJ,37.5
2008,TE,Michael Gaines,DET,33.5
2008,TE,Martrez Milner,ATL,32.3
2008,TE,John Carlson,SEA,31.5
2008,TE,David Martin,MIA,30.5
2008,TE,Ben Patrick,ARI,27.5
2008,TE,Daniel Wilcox,BAL,24
2008,TE,Steve Heiden,CLE,21.9
2008,TE,George Wrighster,JAC,17.8
2008,TE,Matt Schobel,PHI,17.6
2008,TE,Jim Kleinsasser,MIN,17.5
2008,TE,Dante Rosario,CAR,17.1
2008,TE,Ben Hartsock,ATL,16.1
2008,TE,Daniel Graham,DEN,16.1
2008,TE,Will Heller,SEA,15.6
2008,TE,Brad Cottam,KC,15.6
2008,TE,Billy Bajema,SF,15.2
2008,TE,Billy Miller,NO,14.5
2008,TE,Mark Bruener,HOU,14.5
2008,TE,Anthony Becht,STL,14.2
2008,TE,Dan Campbell,DET,14
2008,TE,Jacob Tamme,IND,13.5
2008,TE,Matt Spaeth,PIT,13.4
2008,TE,Brandon Manumaleuna,SD,11.5
2008,TE,Ben Troupe,TB,11
2008,TE,John Madsen,LV,9.2
2008,TE,Martellus Bennett,DAL,9
2008,TE,Bubba Franks,NYJ,8.7
2008,TE,Reggie Kelly,CIN,8.5
2008,TE,Jermichael Finley,GB,8.4
2008,TE,Jerame Tuman,ARI,5.2
2008,TE,Todd Yoder,WAS,4.6
2009,QB,Tom Brady,NE,349.1
2009,QB,Drew Brees,NO,345.5
2009,QB,Peyton Manning,IND,330.2
2009,QB,Aaron Rodgers,GB,311.7
2009,QB,Philip Rivers,SD,301.9
2009,QB,Tony Romo,DAL,301.7
2009,QB,Donovan McNabb,PHI,299.8
2009,QB,Kurt Warner,ARI,293.8
2009,QB,Matt Schaub,HOU,289.8
2009,QB,David Garrard,JAC,280.6
2009,QB,Jay Cutler,CHI,271.5
2009,QB,Matt Ryan,ATL,271.4
2009,QB,Ben Roethlisberger,PIT,270.7
2009,QB,Trent Edwards,BUF,260.9
2009,QB,Eli Manning,NYG,259.8
2009,QB,Carson Palmer,CIN,258.5
2009,QB,Matt Hasselbeck,SEA,253.3
2009,QB,Joe Flacco,BAL,251
2009,QB,Jason Campbell,WAS,250.9
2009,QB,Matt Cassel,KC,247.8
2009,QB,Jake Delhomme,CAR,243.5
2009,QB,Chad Pennington,MIA,241.3
2009,QB,Kyle Orton,DEN,237.8
2009,QB,Brett Favre,MIN,233.2
2009,QB,Shaun Hill,SF,233.1
2009,QB,Mark Sanchez,NYJ,221.9
2009,QB,JaMarcus Russell,LV,214.9
2009,QB,Kerry Collins,TEN,208.8
2009,QB,Brady Quinn,CLE,203.1
2009,QB,Marc Bulger,STL,198.7
2009,QB,Byron Leftwich,TB,198.1
2009,QB,Matthew Stafford,DET,190
2009,QB,Daunte Culpepper,DET,62.4
2009,QB,Kyle Boller,STL,53.2
2009,QB,Michael Vick,PHI,47.3
2009,QB,Derek Anderson,CLE,41.1
2009,QB,Alex Smith,SF,39.3
2009,QB,Kellen Clemens,NYJ,37.2
2009,QB,Matt Leinart,ARI,36.9
2009,QB,Sage Rosenfels,MIN,34.3
2009,QB,Brodie Croyle,KC,31.9
2009,QB,Vince Young,TEN,30.1
2009,QB,J.T. O'Sullivan,CIN,27.8
2009,QB,Josh Freeman,TB,27.8
2009,QB,Chris Simms,DEN,26.4
2009,QB,Todd Collins,WAS,25.5
2009,QB,Caleb Hanie,CHI,25.4
2009,QB,Chad Henne,MIA,21.1
2009,QB,Dan Orlovsky,HOU,20.7
2009,QB,Billy Volek,SD,19.8
2009,QB,Charlie Batch,PIT,18.8
2009,QB,Josh McCown,CAR,18.7
2009,QB,Ryan Fitzpatrick,BUF,16.4
2009,QB,Jon Kitna,DAL,15.1
2009,QB,David Carr,NYG,14.9
2009,QB,Seneca Wallace,SEA,14.9
2009,QB,Kevin Kolb,PHI,14.4
2009,QB,Luke McCown,JAC,14
2009,QB,Jim Sorgi,IND,13.2
2009,QB,Matt Flynn,GB,12.1
2009,QB,Chris Redman,ATL,10.1
2009,QB,Troy Smith,BAL,8
2009,QB,Kevin O'Connell,NE,4.6
2009,QB,Mark Brunell,NO,1.6
2009,RB,Maurice Jones-Drew,JAC,263.1
2009,RB,Adrian Peterson,MIN,260.8
2009,RB,LaDainian Tomlinson,SD,249.1
2009,RB,Matt Forte,CHI,239.9
2009,RB,Michael Turner,ATL,237.7
2009,RB,DeAngelo Williams,CAR,230.4
2009,RB,Frank Gore,SF,227.4
2009,RB,Clinton Portis,WAS,227
2009,RB,Steven Jackson,STL,226
2009,RB,Marion Barber,DAL,215.9
2009,RB,Chris Johnson,TEN,214.6
2009,RB,Steve Slaton,HOU,209.4
2009,RB,Brian Westbrook,PHI,208
2009,RB,Brandon Jacobs,NYG,208
2009,RB,Ryan Grant,GB,206
2009,RB,Ronnie Brown,MIA,191.6
2009,RB,Kevin Smith,DET,187.3
2009,RB,Larry Johnson,KC,183.1
2009,RB,Pierre Thomas,NO,178.6
2009,RB,Ray Rice,BAL,174.2
2009,RB,Knowshon Moreno,DEN,173
2009,RB,Darren McFadden,LV,171
2009,RB,Joseph Addai,IND,170.7
2009,RB,Reggie Bush,NO,164.2
2009,RB,Thomas Jones,NYJ,162.5
2009,RB,Derrick Ward,TB,159
2009,RB,Marshawn Lynch,BUF,158.6
2009,RB,Jamal Lewis,CLE,152.1
2009,RB,Julius Jones,SEA,146.7
2009,RB,Willie Parker,PIT,144.6
2009,RB,Cedric Benson,CIN,142.5
2009,RB,Earnest Graham,TB,138.9
2009,RB,LenDale White,TEN,131
2009,RB,Beanie Wells,ARI,129.4
2009,RB,Fred Jackson,BUF,124.4
2009,RB,Donald Brown,IND,121.1
2009,RB,Ricky Williams,MIA,116.6
2009,RB,Jonathan Stewart,CAR,115.4
2009,RB,Fred Taylor,NE,114.7
2009,RB,Ahmad Bradshaw,NYG,114
2009,RB,Chester Taylor,MIN,113.2
2009,RB,Darren Sproles,SD,110.8
2009,RB,Jerious Norwood,ATL,109.5
2009,RB,Leon Washington,NYJ,103
2009,RB,Tim Hightower,ARI,101.1
2009,RB,Rashard Mendenhall,PIT,94.1
2009,RB,Kevin Faulk,NE,92.1
2009,RB,Felix Jones,DAL,86.6
2009,RB,LeSean McCoy,PHI,86.5
2009,RB,Ladell Betts,WAS,82.8
2009,RB,Willis McGahee,BAL,82.5
2009,RB,Edgerrin James,SEA,79.1
2009,RB,Maurice Morris,DET,77.6
2009,RB,Michael Bush,LV,71.1
2009,RB,Sammy Morris,NE,67.6
2009,RB,Jamaal Charles,KC,67.4
2009,RB,Le'Ron McClain,BAL,67
2009,RB,Justin Fargas,LV,64
2009,RB,Brandon Jackson,GB,62.3
2009,RB,Peyton Hillis,DEN,61.7
2009,RB,Mewelde Moore,PIT,61.1
2009,RB,James Davis,CLE,59.1
2009,RB,Jerome Harrison,CLE,59
2009,RB,Correll Buckhalter,DEN,55.3
2009,RB,Laurence Maroney,NE,55
2009,RB,Rashad Jennings,JAC,53.9
2009,RB,Chris Brown,HOU,51.1
2009,RB,Bernard Scott,CIN,44.5
2009,RB,Glen Coffee,SF,43.1
2009,RB,Adrian Peterson,CHI,41
2009,RB,Xavier Omon,BUF,39.1
2009,RB,Leonard Weaver,PHI,38
2009,RB,Cadillac Williams,TB,32.5
2009,RB,Brian Leonard,CIN,31
2009,RB,Samkon Gado,STL,30.9
2009,RB,Mike Bell,NO,30.6
2009,RB,Tashard Choice,DAL,30
2009,RB,Garrett Wolfe,CHI,28.7
2009,RB,D.J. Ware,NYG,27.3
2009,RB,Patrick Cobbs,MIA,26.4
2009,RB,LaMont Jordan,DEN,25.9
2009,RB,Jason Wright,ARI,25.3
2009,RB,Shonn Greene,NYJ,23.1
2009,RB,Greg Jones,JAC,21.7
2009,RB,Mike Goodson,CAR,19.3
2009,RB,Mike Sellers,WAS,16.1
2009,RB,Heath Evans,NO,16
2009,RB,DeShawn Wynn,GB,14.9
2009,RB,Antonio Pittman,STL,14.4
2009,RB,Jacob Hester,SD,13.7
2009,RB,Kenneth Darby,STL,13.6
2009,RB,Kolby Smith,KC,13.3
2009,RB,BenJarvus Green-Ellis,NE,11.4
2009,RB,Brad Hoover,CAR,10.7
2009,RB,Kregg Lumpkin,GB,10
2009,RB,Naufahu Tahi,MIN,10
2009,RB,Michael Robinson,SF,9.2
2009,RB,Tony Richardson,NYJ,8.7
2009,RB,Mike Karney,STL,8.7
2009,RB,Jason McKie,CHI,7.6
2009,RB,Jeremi Johnson,CIN,6.8
2009,RB,Carey Davis,PIT,6.2
2009,RB,Ovie Mughelli,ATL,5.8
2009,RB,Michael Bennett,SD,5.3
2009,RB,Madison Hedgecock,NYG,3.7
2009,RB,Rock Cartwright,WAS,0.8
2009,WR,Larry Fitzgerald,ARI,203.8
2009,WR,Andre Johnson,HOU,201
2009,WR,Randy Moss,NE,198.5
2009,WR,Calvin Johnson,DET,178.8
2009,WR,Steve Smith,CAR,173.3
2009,WR,Reggie Wayne,IND,173
2009,WR,Greg Jennings,GB,171.2
2009,WR,Marques Colston,NO,170.2
2009,WR,Roddy White,ATL,164.2
2009,WR,T.J. Houshmandzadeh,SEA,156.8
2009,WR,Dwayne Bowe,KC,152.2
2009,WR,Roy Williams,DAL,152
2009,WR,Anquan Boldin,ARI,146.2
2009,WR,Wes Welker,NE,145.4
2009,WR,Chad Johnson,CIN,144.9
2009,WR,Braylon Edwards,CLE,143.1
2009,WR,Vincent Jackson,SD,143
2009,WR,Terrell Owens,BUF,139.9
2009,WR,Santonio Holmes,PIT,139.9
2009,WR,DeSean Jackson,PHI,138.7
2009,WR,Domenik Hixon,NYG,138.2
2009,WR,Santana Moss,WAS,133.7
2009,WR,Hines Ward,PIT,133.5
2009,WR,Eddie Royal,DEN,132.6
2009,WR,Jerricho Cotchery,NYJ,131.8
2009,WR,Anthony Gonzalez,IND,130.5
2009,WR,Bernard Berrian,MIN,129.6
2009,WR,Antonio Bryant,TB,124.5
2009,WR,Donald Driver,GB,120.5
2009,WR,Lance Moore,NO,120.5
2009,WR,Donnie Avery,STL,119.1
2009,WR,Lee Evans,BUF,114.5
2009,WR,Torry Holt,JAC,112.5
2009,WR,Kevin Walter,HOU,111.6
2009,WR,Brandon Marshall,DEN,109.6
2009,WR,Chris Chambers,SD,107.9
2009,WR,Derrick Mason,BAL,106.6
2009,WR,Devin Hester,CHI,106
2009,WR,Ted Ginn Jr.,MIA,105.5
2009,WR,Muhsin Muhammad,CAR,104.5
2009,WR,Laveranues Coles,CIN,104.5
2009,WR,Josh Morgan,SF,103.5
2009,WR,Steve Breaston,ARI,102.5
2009,WR,Chris Henry,CIN,98.5
2009,WR,Justin Gage,TEN,96.9
2009,WR,Steve Smith,NYG,89.6
2009,WR,Patrick Crayton,DAL,85.1
2009,WR,Earl Bennett,CHI,80.1
2009,WR,Chaz Schilens,LV,77.5
2009,WR,Troy Williamson,JAC,76.9
2009,WR,Bryant Johnson,DET,76.5
2009,WR,Kevin Curtis,PHI,76.5
2009,WR,Isaac Bruce,SF,75.2
2009,WR,Michael Jenkins,ATL,74.7
2009,WR,Greg Camarillo,MIA,74.6
2009,WR,Sidney Rice,MIN,74.4
2009,WR,Nate Washington,TEN,74.2
2009,WR,Laurent Robinson,STL,73.5
2009,WR,Nate Burleson,SEA,72.5
2009,WR,Chansi Stuckey,NYJ,70.5
2009,WR,Davone Bess,MIA,69.5
2009,WR,Mark Clayton,BAL,69.4
2009,WR,Michael Clayton,TB,67.5
2009,WR,Michael Crabtree,SF,65.7
2009,WR,Mark Bradley,KC,65.5
2009,WR,Johnnie Lee Higgins,LV,64.5
2009,WR,Bobby Engram,KC,64.2
2009,WR,Keenan Burton,STL,63.1
2009,WR,Sinorice Moss,NYG,55.5
2009,WR,Malcolm Kelly,WAS,55.5
2009,WR,Antwaan Randle El,WAS,54.4
2009,WR,Jeremy Maclin,PHI,53.4
2009,WR,Joey Galloway,NE,52.5
2009,WR,Josh Reed,BUF,52.5
2009,WR,Miles Austin,DAL,52.5
2009,WR,Mike Furrey,CLE,48.9
2009,WR,Josh Cribbs,CLE,48.9
2009,WR,James Jones,GB,47.6
2009,WR,Javon Walker,LV,47.5
2009,WR,Mike Sims-Walker,JAC,46.5
2009,WR,Percy Harvin,MIN,46.5
2009,WR,Devery Henderson,NO,45.4
2009,WR,Andre' Davis,HOU,44.6
2009,WR,Deion Branch,SEA,43.5
2009,WR,Jabar Gaffney,DEN,41.5
2009,WR,Brian Robiskie,CLE,40.5
2009,WR,Brandon Stokley,DEN,40.5
2009,WR,Pierre Garcon,IND,40.5
2009,WR,Shaun McDonald,PIT,40.2
2009,WR,Dwayne Jarrett,CAR,39.3
2009,WR,Demetrius Williams,BAL,38.6
2009,WR,Greg Lewis,NE,38.1
2009,WR,Jerheme Urban,ARI,37.8
2009,WR,Darrius Heyward-Bey,LV,37.6
