season,pos,name,team,proj_fpts
2020,WR,Jerry Jeudy,DEN,86.7
2020,WR,CeeDee Lamb,DAL,85.6
2020,WR,Danny Amendola,DET,82.5
2020,WR,Breshad Perriman,NYJ,82.3
2020,WR,Jalen Reagor,PHI,82.2
2020,WR,Robbie Chosen,CAR,79.4
2020,WR,N'Keal Harry,NE,77.5
2020,WR,Bryan Edwards,LV,77.5
2020,WR,Justin Jefferson,MIN,73.5
2020,WR,Larry Fitzgerald,ARI,71.5
2020,WR,Mecole Hardman,KC,71.5
2020,WR,Parris Campbell,IND,68.9
2020,WR,Chris Conley,JAC,68.6
2020,WR,Steven Sims,WAS,68.1
2020,WR,Brandon Aiyuk,SF,67.5
2020,WR,Hunter Renfrow,LV,66.7
2020,WR,Tee Higgins,CIN,66.2
2020,WR,Russell Gage,ATL,61.5
2020,WR,Laviska Shenault,JAC,60.7
2020,WR,Randall Cobb,HOU,60.2
2020,WR,John Ross,CIN,59.1
2020,WR,Kendrick Bourne,SF,58.6
2020,WR,Jakeem Grant,MIA,56.9
2020,WR,James Washington,PIT,53.5
2020,WR,Olabisi Johnson,MIN,53.5
2020,WR,Alshon Jeffery,PHI,52.4
2020,WR,Adam Humphries,TEN,52.1
2020,WR,Marquez Valdes-Scantling,GB,49.7
2020,WR,Jakobi Meyers,NE,49.6
2020,WR,Miles Boykin,BAL,48.5
2020,WR,Willie Snead,BAL,47.5
2020,WR,Van Jefferson,LAR,46.9
2020,WR,Kenny Stills,HOU,46.5
2020,WR,Josh Reynolds,LAR,45.5
2020,WR,Phillip Dorsett,SEA,44.9
2020,WR,Dede Westbrook,JAC,44.4
2020,WR,Chase Claypool,PIT,44.2
2020,WR,Keelan Cole,JAC,43.3
2020,WR,Tim Patrick,DEN,43.3
2020,WR,Dontrelle Inman,WAS,40.8
2020,WR,Tre'Quan Smith,NO,39.7
2020,WR,Chris Hogan,NYJ,39.6
2020,WR,Riley Ridley,CHI,37.6
2020,WR,Damiere Byrd,NE,37.6
2020,WR,Demarcus Robinson,KC,37.5
2020,WR,JJ Arcega-Whiteside,PHI,36.9
2020,WR,Zach Pascal,IND,36.6
2020,WR,David Moore,SEA,36.5
2020,WR,Rashard Higgins,CLE,36.5
2020,WR,Joe Reed,LAC,36.2
2020,WR,Andy Isabella,ARI,36.1
2020,WR,Devin Duvernay,BAL,34.4
2020,WR,Equanimeous St. Brown,GB,33.6
2020,WR,Denzel Mims,NYJ,31.5
2020,WR,Scotty Miller,TB,31.5
2020,WR,Antonio Gandy-Golden,WAS,30.5
2020,WR,Cordarrelle Patterson,CHI,28.1
2020,WR,Trent Taylor,SF,28
2020,WR,Tajae Sharpe,MIN,27.9
2020,WR,Greg Ward,PHI,27.5
2020,WR,Andre Roberts,BUF,27.4
2020,WR,Christian Blake,ATL,26.4
2020,WR,KeeSean Johnson,ARI,26.2
2020,WR,Nelson Agholor,LV,24.9
2020,WR,Ted Ginn Jr.,CHI,24.6
2020,WR,Pharoh Cooper,CAR,24.4
2020,WR,Auden Tate,CIN,23.7
2020,WR,Javon Wims,CHI,21.5
2020,WR,KJ Hamler,DEN,20.2
2020,WR,Kalif Raymond,TEN,19.5
2020,WR,Deonte Harty,NO,19.1
2020,WR,Cody Core,NYG,18.3
2020,WR,Cedrick Wilson,DAL,13.6
2020,WR,Seth Roberts,CAR,8.6
2020,WR,Tyler Johnson,TB,8.6
2020,WR,K.J. Osborn,MIN,8.3
2020,WR,Justin Watson,TB,7.5
2020,TE,Travis Kelce,KC,157.5
2020,TE,George Kittle,SF,148
2020,TE,Zach Ertz,PHI,127.5
2020,TE,Mark Andrews,BAL,120.7
2020,TE,Darren Waller,LV,117.9
2020,TE,Hayden Hurst,ATL,105.2
2020,TE,Chris Herndon,NYJ,94.9
2020,TE,Rob Gronkowski,TB,94.7
2020,TE,Evan Engram,NYG,94.1
2020,TE,Noah Fant,DEN,93.6
2020,TE,Tyler Higbee,LAR,93.5
2020,TE,Jared Cook,NO,92.8
2020,TE,Jonnu Smith,TEN,89.3
2020,TE,Mike Gesicki,MIA,88.9
2020,TE,Hunter Henry,LAC,85.6
2020,TE,T.J. Hockenson,DET,83.5
2020,TE,Austin Hooper,CLE,82.5
2020,TE,Blake Jarwin,DAL,80.2
2020,TE,Dallas Goedert,PHI,79.6
2020,TE,Jack Doyle,IND,79.4
2020,TE,Greg Olsen,SEA,76.5
2020,TE,Eric Ebron,PIT,76.2
2020,TE,Ian Thomas,CAR,72.6
2020,TE,Dawson Knox,BUF,69.9
2020,TE,Darren Fells,HOU,68.5
2020,TE,Kyle Rudolph,MIN,65.1
2020,TE,Tyler Eifert,JAC,63.5
2020,TE,Irv Smith,MIN,56.9
2020,TE,O.J. Howard,TB,56.8
2020,TE,Nick Boyle,BAL,53.5
2020,TE,Jimmy Graham,CHI,50.5
2020,TE,David Njoku,CLE,49.7
2020,TE,C.J. Uzomah,CIN,49.5
2020,TE,Jace Sternberger,GB,48.5
2020,TE,Jordan Reed,SF,47.5
2020,TE,Logan Thomas,WAS,46.9
2020,TE,Gerald Everett,LAR,46.5
2020,TE,Cole Kmet,CHI,40.9
2020,TE,Will Dissly,SEA,40.9
2020,TE,Devin Asiasi,NE,40.9
2020,TE,Vance McDonald,PIT,40.8
2020,TE,Robert Tonyan,GB,40.5
2020,TE,Jason Witten,LV,36.5
2020,TE,Jordan Akins,HOU,35.1
2020,TE,Jesse James,DET,35.1
2020,TE,Maxx Williams,ARI,30.1
2020,TE,Trey Burton,IND,29.7
2020,TE,Anthony Firkser,TEN,29.1
2020,TE,Foster Moreau,LV,28.5
2020,TE,Tyler Kroft,BUF,27.5
2020,TE,Ryan Griffin,NYJ,27.3
2020,TE,Josh Hill,NO,26.5
2020,TE,Nick Vannett,DEN,25.6
2020,TE,Cameron Brate,TB,24.7
2020,TE,Jeremy Sprinkle,WAS,24.5
2020,TE,Blake Bell,DAL,20.6
2020,TE,Ricky Seals-Jones,KC,20.5
2020,TE,Dan Arnold,ARI,20.5
2020,TE,Jacob Hollister,SEA,20.4
2020,TE,Durham Smythe,MIA,17.3
2020,TE,Deon Yelder,KC,14.8
2020,TE,Demetrius Harris,CHI,14.6
2020,TE,Jaeden Graham,ATL,14.5
2020,TE,Chris Manhertz,CAR,14.2
2020,TE,Albert Okwuegbunam,DEN,12.4
2020,TE,Kaden Smith,NYG,11.3
2020,TE,Mo Alie-Cox,IND,8.8
2020,TE,Virgil Green,LAC,8.8
2020,TE,Drew Sample,CIN,8.2
2020,TE,Levine Toilolo,NYG,8.2
2020,TE,Dalton Schultz,DAL,7.7
2020,TE,Marcedes Lewis,GB,6.6
2021,QB,Patrick Mahomes,KC,442.2
2021,QB,Josh Allen,BUF,438.8
2021,QB,Russell Wilson,SEA,422.3
2021,QB,Kyler Murray,ARI,417.9
2021,QB,Lamar Jackson,BAL,406.8
2021,QB,Dak Prescott,DAL,403.9
2021,QB,Aaron Rodgers,GB,400.5
2021,QB,Tom Brady,TB,388.5
2021,QB,Justin Herbert,LAC,379.9
2021,QB,Jalen Hurts,PHI,364.7
2021,QB,Ryan Tannehill,TEN,360.2
2021,QB,Joe Burrow,CIN,349.2
2021,QB,Kirk Cousins,MIN,346.2
2021,QB,Matthew Stafford,LAR,333.2
2021,QB,Trevor Lawrence,JAC,333.1
2021,QB,Matt Ryan,ATL,328.8
2021,QB,Derek Carr,LV,327.1
2021,QB,Sam Darnold,CAR,324
2021,QB,Daniel Jones,NYG,322.3
2021,QB,Baker Mayfield,CLE,318.8
2021,QB,Ben Roethlisberger,PIT,318
2021,QB,Ryan Fitzpatrick,WAS,317.5
2021,QB,Tua Tagovailoa,MIA,306.3
2021,QB,Zach Wilson,NYJ,300
2021,QB,Mac Jones,NE,296.1
2021,QB,Carson Wentz,IND,276.6
2021,QB,Justin Fields,CHI,272.3
2021,QB,Jared Goff,DET,271.5
2021,QB,Jameis Winston,NO,271.2
2021,QB,Teddy Bridgewater,DEN,228.2
2021,QB,Trey Lance,SF,199.8
2021,QB,Tyrod Taylor,HOU,197.4
2021,QB,Jimmy Garoppolo,SF,153
2021,QB,Deshaun Watson,HOU,135.1
2021,QB,Taysom Hill,NO,104.7
2021,QB,Drew Lock,DEN,88.8
2021,QB,Andy Dalton,CHI,68.6
2021,QB,Jacob Eason,IND,47.9
2021,QB,Taylor Heinicke,WAS,34.6
2021,QB,Tim Boyle,DET,26.5
2021,QB,Mason Rudolph,PIT,26.1
2021,QB,P.J. Walker,CAR,22.6
2021,QB,Joe Flacco,PHI,21.8
2021,QB,Jacoby Brissett,MIA,20
2021,QB,Marcus Mariota,LV,19.3
2021,QB,John Wolford,LAR,11.5
2021,QB,Mitchell Trubisky,BUF,11.2
2021,QB,Chad Henne,KC,9.3
2021,QB,Brandon Allen,CIN,8.9
2021,QB,Cooper Rush,DAL,7.8
2021,QB,Blaine Gabbert,TB,7.4
2021,QB,Mike Glennon,NYG,7.3
2021,QB,Tyler Huntley,BAL,6.1
2021,QB,Chase Daniel,LAC,5.7
2021,QB,Case Keenum,CLE,2.8
2021,RB,Christian McCaffrey,CAR,292.5
2021,RB,Derrick Henry,TEN,272.4
2021,RB,Dalvin Cook,MIN,268.1
2021,RB,Alvin Kamara,NO,221.8
2021,RB,Ezekiel Elliott,DAL,219
2021,RB,Joe Mixon,CIN,214.4
2021,RB,Jonathan Taylor,IND,214
2021,RB,Aaron Jones,GB,213.9
2021,RB,Saquon Barkley,NYG,207.8
2021,RB,Najee Harris,PIT,200.7
2021,RB,Antonio Gibson,WAS,199.6
2021,RB,Nick Chubb,CLE,198.3
2021,RB,Chris Carson,SEA,185.8
2021,RB,Josh Jacobs,LV,184.6
2021,RB,Austin Ekeler,LAC,183.2
2021,RB,Clyde Edwards-Helaire,KC,176.3
2021,RB,Gus Edwards,BAL,174
2021,RB,David Montgomery,CHI,168.7
2021,RB,D'Andre Swift,DET,165.4
2021,RB,James Robinson,JAC,163.7
2021,RB,Chase Edmonds,ARI,161
2021,RB,Darrell Henderson,LAR,153.8
2021,RB,Mike Davis,ATL,153.2
2021,RB,Miles Sanders,PHI,152.6
2021,RB,Kareem Hunt,CLE,146.2
2021,RB,Myles Gaskin,MIA,144.4
2021,RB,Zack Moss,BUF,144.4
2021,RB,Damien Harris,NE,144.2
2021,RB,Raheem Mostert,SF,134.8
2021,RB,Javonte Williams,DEN,127.9
2021,RB,Ronald Jones,TB,117.2
2021,RB,Leonard Fournette,TB,113.6
2021,RB,David Johnson,HOU,111.4
2021,RB,Michael Carter,NYJ,111.1
2021,RB,Sony Michel,LAR,110.2
2021,RB,Melvin Gordon,DEN,107.8
2021,RB,Kenyan Drake,LV,107.3
2021,RB,Phillip Lindsay,HOU,106.9
2021,RB,Jamaal Williams,DET,105.4
2021,RB,Trey Sermon,SF,103.7
2021,RB,Tony Pollard,DAL,103.5
2021,RB,James Conner,ARI,100.3
2021,RB,Devin Singletary,BUF,96.3
2021,RB,J.D. McKissic,WAS,94.3
2021,RB,Tevin Coleman,NYJ,92
2021,RB,AJ Dillon,GB,90.7
2021,RB,Nyheim Hines,IND,88.7
2021,RB,Malcolm Brown,MIA,82.6
2021,RB,James White,NE,78.5
2021,RB,Damien Williams,CHI,78.4
2021,RB,Alexander Mattison,MIN,74.3
2021,RB,Ty'Son Williams,BAL,71.7
2021,RB,Rashaad Penny,SEA,71.3
2021,RB,Ty Johnson,NYJ,68.4
2021,RB,Latavius Murray,NO,66.9
2021,RB,Rhamondre Stevenson,NE,65.4
2021,RB,Justin Jackson,LAC,64.1
2021,RB,Darrel Williams,KC,64
2021,RB,Marlon Mack,IND,61.1
2021,RB,Carlos Hyde,JAC,60.8
2021,RB,Devontae Booker,NYG,54.8
2021,RB,Darrynton Evans,TEN,54
2021,RB,Mark Ingram,HOU,51.5
2021,RB,Wayne Gallman,ATL,51
2021,RB,Boston Scott,PHI,50.6
2021,RB,Giovani Bernard,TB,49.5
2021,RB,Chuba Hubbard,CAR,46.6
2021,RB,Joshua Kelley,LAC,45.4
2021,RB,Tarik Cohen,CHI,42.1
2021,RB,Mike Boone,DEN,41.6
2021,RB,Kyle Juszczyk,SF,39.8
2021,RB,Benny Snell,PIT,38.8
2021,RB,Kenneth Gainwell,PHI,38.5
2021,RB,Tony Jones,NO,37.1
2021,RB,Samaje Perine,CIN,36.4
2021,RB,Salvon Ahmed,MIA,34.3
2021,RB,Jalen Richard,LV,34.2
2021,RB,Jerick McKinnon,KC,32.3
2021,RB,Jake Funk,LAR,30.7
2021,RB,Jermar Jefferson,DET,28.1
2021,RB,Anthony McFarland Jr.,PIT,27.3
2021,RB,DeeJay Dallas,SEA,25.6
2021,RB,Royce Freeman,CAR,24.4
2021,RB,Matt Breida,BUF,22.7
2021,RB,Ty Montgomery,NO,20.9
2021,RB,Kylin Hill,GB,15.8
2021,RB,Mekhi Sargent,TEN,15.8
2021,RB,Jeremy McNichols,TEN,13.3
2021,RB,Travis Homer,SEA,12
2021,RB,D'Ernest Johnson,CLE,11.4
2021,RB,Gary Brightwell,NYG,11
2021,RB,Eno Benjamin,ARI,9.9
2021,RB,Chris Evans,CIN,8.2
2021,WR,Tyreek Hill,KC,216.2
2021,WR,Davante Adams,GB,214.9
2021,WR,Calvin Ridley,ATL,196.2
2021,WR,DK Metcalf,SEA,184.6
2021,WR,DeAndre Hopkins,ARI,182.6
2021,WR,Stefon Diggs,BUF,182.3
2021,WR,Justin Jefferson,MIN,177.5
2021,WR,A.J. Brown,TEN,169.6
2021,WR,Mike Evans,TB,167.3
2021,WR,Keenan Allen,LAC,160.2
2021,WR,Adam Thielen,MIN,155.3
2021,WR,Amari Cooper,DAL,154.1
2021,WR,Allen Robinson,CHI,153.4
2021,WR,Robert Woods,LAR,153.1
2021,WR,Tyler Lockett,SEA,152.6
2021,WR,Terry McLaurin,WAS,151.2
2021,WR,CeeDee Lamb,DAL,149.6
2021,WR,Cooper Kupp,LAR,145.6
2021,WR,Chris Godwin,TB,144.5
2021,WR,Diontae Johnson,PIT,143.5
2021,WR,Odell Beckham Jr.,CLE,142
2021,WR,Tee Higgins,CIN,140.5
2021,WR,Jerry Jeudy,DEN,139.5
2021,WR,D.J. Moore,CAR,138.8
2021,WR,Julio Jones,TEN,134.1
2021,WR,JuJu Smith-Schuster,PIT,133.8
2021,WR,Brandon Aiyuk,SF,133.1
2021,WR,Brandin Cooks,HOU,132
2021,WR,Robbie Chosen,CAR,127.7
2021,WR,Laviska Shenault,JAC,125.6
2021,WR,Tyler Boyd,CIN,123.9
2021,WR,Michael Gallup,DAL,123.5
2021,WR,Deebo Samuel,SF,122.6
2021,WR,Marvin Jones,JAC,122.6
2021,WR,Marquise Brown,BAL,119.7
2021,WR,Kenny Golladay,NYG,119.1
2021,WR,Courtland Sutton,DEN,117.9
2021,WR,DeVante Parker,MIA,117.5
2021,WR,Ja'Marr Chase,CIN,116.5
2021,WR,Henry Ruggs III,LV,116.1
2021,WR,Michael Pittman Jr.,IND,113.6
2021,WR,Mike Williams,LAC,113.5
2021,WR,Chase Claypool,PIT,112.5
2021,WR,Tyrell Williams,DET,109.5
2021,WR,DeVonta Smith,PHI,108.4
2021,WR,Corey Davis,NYJ,108.1
2021,WR,Jarvis Landry,CLE,106.8
2021,WR,Mecole Hardman,KC,105.5
2021,WR,Michael Thomas,NO,102.3
2021,WR,Curtis Samuel,WAS,99.9
2021,WR,D.J. Chark,JAC,97.7
2021,WR,Marquez Callaway,NO,97.5
2021,WR,Nelson Agholor,NE,95.7
2021,WR,Darnell Mooney,CHI,93.2
2021,WR,Jakobi Meyers,NE,92.8
2021,WR,Bryan Edwards,LV,88.7
2021,WR,Will Fuller,MIA,88.6
2021,WR,Cole Beasley,BUF,87.5
2021,WR,T.Y. Hilton,IND,85.5
2021,WR,Emmanuel Sanders,BUF,84.9
2021,WR,Jalen Reagor,PHI,82.9
2021,WR,Antonio Brown,TB,82.1
2021,WR,Russell Gage,ATL,81.7
2021,WR,A.J. Green,ARI,81.7
2021,WR,Elijah Moore,NYJ,81.6
2021,WR,Sterling Shepard,NYG,80.3
2021,WR,Jaylen Waddle,MIA,77.5
2021,WR,Darius Slayton,NYG,73.5
2021,WR,Marquez Valdes-Scantling,GB,73
2021,WR,Gabe Davis,BUF,70.5
2021,WR,Jamison Crowder,NYJ,69.7
2021,WR,Rondale Moore,ARI,69.3
2021,WR,Sammy Watkins,BAL,67.4
2021,WR,Randall Cobb,GB,65.6
2021,WR,Terrace Marshall Jr.,CAR,64.7
2021,WR,DeSean Jackson,LAR,63.5
2021,WR,Christian Kirk,ARI,62.5
2021,WR,Hunter Renfrow,LV,61.7
2021,WR,Josh Reynolds,TEN,61.3
2021,WR,Nico Collins,HOU,60.9
2021,WR,Tre'Quan Smith,NO,60.7
2021,WR,Cordarrelle Patterson,ATL,59.3
2021,WR,Jalen Guyton,LAC,56.8
2021,WR,Allen Lazard,GB,56.6
2021,WR,Amon-Ra St. Brown,DET,56.6
2021,WR,Demarcus Robinson,KC,56.5
2021,WR,James Washington,PIT,56.5
2021,WR,Parris Campbell,IND,56.4
2021,WR,Anthony Miller,HOU,56.1
2021,WR,Chris Conley,HOU,55.9
2021,WR,Scotty Miller,TB,54.5
2021,WR,KJ Hamler,DEN,54.5
2021,WR,Adam Humphries,WAS,53.9
2021,WR,Donovan Peoples-Jones,CLE,53.5
2021,WR,Rashod Bateman,BAL,51.7
2021,WR,Kalif Raymond,DET,50.9
2021,WR,Quez Watkins,PHI,50.2
2021,WR,Kendrick Bourne,NE,49.5
2021,WR,Devin Duvernay,BAL,47.4
2021,WR,Dee Eskridge,SEA,46.5
2021,WR,Rashard Higgins,CLE,45.9
2021,WR,Keelan Cole,NYJ,45.6
2021,WR,Isaiah McKenzie,BUF,44.6
2021,WR,Damiere Byrd,CHI,43.9
2021,WR,Quintez Cephus,DET,43.5
2021,WR,Dyami Brown,WAS,42.1
2021,WR,Byron Pringle,KC,41.9
2021,WR,Kadarius Toney,NYG,41
2021,WR,Zach Pascal,IND,40.9
2021,WR,Josh Palmer,LAC,40.5
2021,WR,Deonte Harty,NO,39.3
2021,WR,Van Jefferson,LAR,38.1
2021,WR,Freddie Swain,SEA,36.9
2021,WR,Preston Williams,MIA,36.8
2021,WR,N'Keal Harry,NE,36.5
2021,WR,Greg Ward,PHI,33.9
2021,WR,Auden Tate,CIN,31.4
2021,WR,Denzel Mims,NYJ,30.1
2021,WR,Miles Boykin,BAL,29.5
2021,WR,Olamide Zaccheaus,ATL,28.4
2021,WR,Amari Rodgers,GB,27.9
2021,WR,Marquise Goodwin,CHI,27.5
2021,WR,Cedrick Wilson,DAL,27.5
2021,WR,Zay Jones,LV,27.3
2021,WR,Tim Patrick,DEN,24.5
2021,WR,Tutu Atwell,LAR,24.5
2021,WR,Nick Westbrook-Ikhine,TEN,23.9
2021,WR,Cam Sims,WAS,23.5
2021,WR,Trent Sherfield,SF,22.7
2021,WR,Andre Roberts,HOU,22.5
2021,WR,Mike Thomas,CIN,22.5
2021,WR,Ihmir Smith-Marsette,MIN,20.5
2021,WR,Tyler Johnson,TB,19.6
2021,WR,Christian Blake,ATL,15.7
2021,WR,John Ross,NYG,14.3
2021,TE,Travis Kelce,KC,170
2021,TE,Darren Waller,LV,163.7
2021,TE,George Kittle,SF,145.9
2021,TE,Mark Andrews,BAL,123.6
2021,TE,Kyle Pitts,ATL,116.7
2021,TE,Tyler Higbee,LAR,111.7
2021,TE,T.J. Hockenson,DET,108.7
2021,TE,Robert Tonyan,GB,103.5
2021,TE,Logan Thomas,WAS,99.5
2021,TE,Mike Gesicki,MIA,91.7
2021,TE,Noah Fant,DEN,89.5
2021,TE,Dallas Goedert,PHI,89.5
2021,TE,Jared Cook,LAC,88.1
2021,TE,Rob Gronkowski,TB,87.3
2021,TE,Evan Engram,NYG,84.8
2021,TE,Jonnu Smith,NE,82.8
2021,TE,Blake Jarwin,DAL,77.5
2021,TE,Gerald Everett,SEA,76.6
2021,TE,Anthony Firkser,TEN,75.5
2021,TE,Eric Ebron,PIT,75.4
2021,TE,Hunter Henry,NE,74.5
2021,TE,Austin Hooper,CLE,70.6
2021,TE,Zach Ertz,PHI,65.7
2021,TE,Jordan Akins,HOU,65.5
2021,TE,C.J. Uzomah,CIN,60.5
2021,TE,Tyler Conklin,MIN,59.5
2021,TE,Dawson Knox,BUF,57.6
2021,TE,Adam Trautman,NO,56.6
2021,TE,Will Dissly,SEA,55.9
2021,TE,Jack Doyle,IND,52.4
2021,TE,Mo Alie-Cox,IND,50.2
2021,TE,Cole Kmet,CHI,49.7
2021,TE,Juwan Johnson,NO,48.4
2021,TE,Jimmy Graham,CHI,46.8
2021,TE,David Njoku,CLE,46.8
2021,TE,Tyler Kroft,NYJ,46.6
2021,TE,Hayden Hurst,ATL,42.6
2021,TE,Geoff Swaim,TEN,40.8
2021,TE,Donald Parham,LAC,40.7
2021,TE,Brevin Jordan,HOU,40.6
2021,TE,O.J. Howard,TB,39.9
2021,TE,Nick Boyle,BAL,38.6
2021,TE,Maxx Williams,ARI,37.8
2021,TE,Albert Okwuegbunam,DEN,36.9
2021,TE,Dalton Schultz,DAL,36.5
2021,TE,Chris Manhertz,JAC,35.1
2021,TE,Dan Arnold,CAR,34.7
2021,TE,Darren Fells,DET,30.1
2021,TE,Ian Thomas,CAR,28.7
2021,TE,Foster Moreau,LV,28.7
2021,TE,Kyle Rudolph,NYG,26.9
2021,TE,Chris Herndon,MIN,24.9
2021,TE,Drew Sample,CIN,24.8
2021,TE,Adam Shaheen,MIA,24.5
2021,TE,Pat Freiermuth,PIT,24.5
2021,TE,Ross Dwelley,SF,23.7
2021,TE,Kylen Granson,IND,23.7
2021,TE,Darrell Daniels,ARI,22.5
2021,TE,Noah Gray,KC,21.6
2021,TE,Marcedes Lewis,GB,19.5
2021,TE,James O'Shaughnessy,JAC,18.5
2021,TE,Cameron Brate,TB,18.1
2021,TE,Jace Sternberger,GB,17.1
2021,TE,Harrison Bryant,CLE,14.4
2021,TE,Nick Vannett,NO,12.5
2021,TE,Brycen Hopkins,LAR,8.2
2021,TE,Tre' McKitty,LAC,6.5
2021,TE,Tommy Tremble,CAR,3.3
2022,QB,Josh Allen,BUF,459.3
2022,QB,Justin Herbert,LAC,419.1
2022,QB,Patrick Mahomes,KC,418.9
2022,QB,Tom Brady,TB,402.9
2022,QB,Kyler Murray,ARI,390.7
2022,QB,Dak Prescott,DAL,389.2
2022,QB,Jalen Hurts,PHI,375.5
2022,QB,Lamar Jackson,BAL,367.4
2022,QB,Joe Burrow,CIN,366.1
2022,QB,Matthew Stafford,LAR,363.3
2022,QB,Kirk Cousins,MIN,358.2
2022,QB,Aaron Rodgers,GB,357.7
2022,QB,Russell Wilson,DEN,354.3
2022,QB,Derek Carr,LV,340.4
2022,QB,Trey Lance,SF,338.3
2022,QB,Ryan Tannehill,TEN,325.9
2022,QB,Trevor Lawrence,JAC,320.9
2022,QB,Justin Fields,CHI,318.9
2022,QB,Tua Tagovailoa,MIA,318.3
2022,QB,Zach Wilson,NYJ,307
2022,QB,Matt Ryan,IND,302.1
2022,QB,Jared Goff,DET,299.6
2022,QB,Mac Jones,NE,292.5
2022,QB,Carson Wentz,WAS,288.8
2022,QB,Daniel Jones,NYG,285.5
2022,QB,Davis Mills,HOU,280.7
2022,QB,Baker Mayfield,CAR,278.2
2022,QB,Jameis Winston,NO,221.5
2022,QB,Marcus Mariota,ATL,203.1
2022,QB,Jacoby Brissett,CLE,191.4
2022,QB,Geno Smith,SEA,178.4
2022,QB,Kenny Pickett,PIT,177.5
2022,QB,Mitchell Trubisky,PIT,137.9
2022,QB,Desmond Ridder,ATL,137.1
2022,QB,Drew Lock,SEA,119.2
2022,QB,Deshaun Watson,CLE,116.5
2022,QB,Andy Dalton,NO,102.1
2022,QB,Tyrod Taylor,NYG,48.9
2022,QB,Tyler Huntley,BAL,42.1
2022,QB,Taylor Heinicke,WAS,40.4
2022,QB,Joe Flacco,NYJ,36.3
2022,QB,Trevor Siemian,CHI,33.1
2022,QB,Gardner Minshew,PHI,29.3
2022,QB,Colt McCoy,ARI,29
2022,QB,Teddy Bridgewater,MIA,28.4
2022,QB,Sam Darnold,CAR,26.5
2022,QB,Cooper Rush,DAL,24.5
2022,QB,Brett Rypien,DEN,21
2022,QB,Jimmy Garoppolo,SF,20.1
2022,QB,C.J. Beathard,JAC,19.8
2022,QB,Brian Hoyer,NE,19.5
2022,QB,Jordan Love,GB,17.1
2022,QB,Nate Sudfeld,DET,16
2022,QB,Blaine Gabbert,TB,13.9
2022,QB,Nick Mullens,MIN,11.5
2022,QB,Jarrett Stidham,LV,11.3
2022,QB,Nick Foles,IND,10
2022,QB,Malik Willis,TEN,8.7
2022,QB,John Wolford,LAR,8.6
2022,QB,Chad Henne,KC,5.4
2022,QB,Case Keenum,BUF,5.3
2022,QB,Brandon Allen,CIN,4.1
2022,QB,Chase Daniel,LAC,3.3
2022,RB,Jonathan Taylor,IND,284.9
2022,RB,Derrick Henry,TEN,247.8
2022,RB,Christian McCaffrey,CAR,236.1
2022,RB,Austin Ekeler,LAC,231.7
2022,RB,Dalvin Cook,MIN,210.9
2022,RB,Joe Mixon,CIN,210.9
2022,RB,Najee Harris,PIT,207.5
2022,RB,Alvin Kamara,NO,204.9
2022,RB,Nick Chubb,CLE,195
2022,RB,Leonard Fournette,TB,194.7
2022,RB,James Conner,ARI,194.2
2022,RB,Saquon Barkley,NYG,193
2022,RB,Javonte Williams,DEN,188
2022,RB,Elijah Mitchell,SF,182.9
2022,RB,Ezekiel Elliott,DAL,181.7
2022,RB,D'Andre Swift,DET,180
2022,RB,David Montgomery,CHI,178.5
2022,RB,Cam Akers,LAR,178.1
2022,RB,Aaron Jones,GB,177.9
2022,RB,Breece Hall,NYJ,174
2022,RB,Damien Harris,NE,169.8
2022,RB,Josh Jacobs,LV,157.2
2022,RB,Dameon Pierce,HOU,156.9
2022,RB,Cordarrelle Patterson,ATL,156.3
2022,RB,J.K. Dobbins,BAL,154.6
2022,RB,Travis Etienne,JAC,152.7
2022,RB,Miles Sanders,PHI,150.8
2022,RB,AJ Dillon,GB,145.3
2022,RB,Clyde Edwards-Helaire,KC,145.1
2022,RB,Rhamondre Stevenson,NE,143.5
2022,RB,Devin Singletary,BUF,143.1
2022,RB,Tony Pollard,DAL,143
2022,RB,Antonio Gibson,WAS,141.5
2022,RB,Chase Edmonds,MIA,138.1
2022,RB,Kareem Hunt,CLE,131.5
2022,RB,Rashaad Penny,SEA,130.7
2022,RB,Melvin Gordon,DEN,130
2022,RB,James Robinson,JAC,108.1
2022,RB,Raheem Mostert,MIA,104.3
2022,RB,Kenneth Walker,SEA,102.8
2022,RB,Michael Carter,NYJ,101.4
2022,RB,Jamaal Williams,DET,100.7
2022,RB,Nyheim Hines,IND,99.9
2022,RB,James Cook,BUF,97.5
2022,RB,Kenneth Gainwell,PHI,87.2
2022,RB,Darrell Henderson,LAR,84.4
2022,RB,Alexander Mattison,MIN,82.9
2022,RB,J.D. McKissic,WAS,78.7
2022,RB,Gus Edwards,BAL,75.5
2022,RB,Mark Ingram,NO,74.3
2022,RB,Brian Robinson Jr.,WAS,72.2
2022,RB,Rex Burkhead,HOU,70.7
2022,RB,Rachaad White,TB,67.9
2022,RB,Damien Williams,ATL,65.4
2022,RB,Zamir White,LV,63.2
2022,RB,Khalil Herbert,CHI,62.2
2022,RB,Ameer Abdullah,LV,60.8
2022,RB,Matt Breida,NYG,60.7
2022,RB,Boston Scott,PHI,59.7
2022,RB,Jerick McKinnon,KC,57.1
2022,RB,D'Onta Foreman,CAR,56.5
2022,RB,Eno Benjamin,ARI,53.4
2022,RB,Samaje Perine,CIN,52.4
2022,RB,Isiah Pacheco,KC,50.6
2022,RB,Isaiah Spiller,LAC,50.1
